019fa57b-ab82-74d2-bd83-e49fab5b0000	2026-07-27 21:29:33.679733+00	2026-07-27 21:29:33.679733+00	AVAILABLE	\\xe9ca2c142e8e2b92f2ee122deaf3e71b5f3c9e47dea0ff7f352e0961be19ee2e	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A64r3Qw+XOFNZkKnxq3F1umgcVHZNpbAawsG2UY+7vwW", "0000000000000000000000000000000000000000000000000000000000000002": "A6Yxr0aMPKdR0LD5JGXv+bOGZNfSKHwJG8ZmRt8Owhz9", "0000000000000000000000000000000000000000000000000000000000000003": "A/ld++P01wje/CIbBJZTz/z4L+w9ym18CuGcEEbbtbj6"}	\\x020836218f03573e82d60a751895c64b1354c8e06d044ff87a690e80a71e093d11	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00ea	2026-07-27 21:29:33.679777+00	2026-07-27 21:29:33.679777+00	AVAILABLE	\\x9e78404310c7c788b9310de4199e336592c6f97eb3c59cb8f36c38a5a07fe350	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A8EAR2mQocdlhpFKsFvUd3JnJyS/oKHmYXJyhNygSkbm", "0000000000000000000000000000000000000000000000000000000000000002": "A/XYpL1yXxsMjBi/p5oE1SQcfb5Awj5AOthn551LY8UM", "0000000000000000000000000000000000000000000000000000000000000003": "Ay4Mf8kCK8rDbZk//t/zgf1xBjTABgjYlq9Rxy6p8m0N"}	\\x0236dcd2902bcee6379346ea59f9e10f2a00b3636ba296aa31359db205ef8f8e70	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00eb	2026-07-27 21:29:33.679777+00	2026-07-27 21:29:33.679777+00	AVAILABLE	\\x211f5f110d9116c85769599440d1677a3161fb55b99441aa485f8f2004732711	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Arr1eb9fEH2KKuJzvEulVdVbe3yvPVUeMFTWl+a9BT+O", "0000000000000000000000000000000000000000000000000000000000000002": "A70f0/aZc9hBnD4xiQj22IUSuq2sXqttRFUkdZoihWJJ", "0000000000000000000000000000000000000000000000000000000000000003": "Amk11bXpHnGDm/o9ct5gUmLr6tBoJqpZzLv3gfCzKRk0"}	\\x02fe785f9ebd0f73b4134a4b4eeecf755719648196799d501890bc94a6c7a536da	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00ec	2026-07-27 21:29:33.679777+00	2026-07-27 21:29:33.679777+00	AVAILABLE	\\xa4aafa9d694dc7a555e25488941e7dd08930e3504b6de13d586abe6a2cb6da84	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AsNyGLlmgEmX45x5lkQIqhi6tCEfzWVPUvpC2VAs761A", "0000000000000000000000000000000000000000000000000000000000000002": "AzRrQy4zr1aX+mqUhyTu9rl5HrtOJUGND49BRQdw59MU", "0000000000000000000000000000000000000000000000000000000000000003": "A7Li2pRHpsUE+j2V+k+S9eFeOUetLatt8zu0znyoMdaG"}	\\x0254fc9dfc68924c025e9a71aefb3f4c656ad1592f100aad3147b1a7865b1b4fea	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00ed	2026-07-27 21:29:33.679778+00	2026-07-27 21:29:33.679778+00	AVAILABLE	\\x39c24663e9932a5196577457c4f48c1df39737e6bb9e3d251644c92d590cfd12	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AngKd6yFjPBMVpNc1RIv1JXBL/QRZMTZdkJj8Odxm/24", "0000000000000000000000000000000000000000000000000000000000000002": "A8LTaLfbaMWmjMAY19kfPlf3n+bygLKeLFdLx1Wg8+dc", "0000000000000000000000000000000000000000000000000000000000000003": "Asc9XO1TOKeCwyUrwI8cR+wQ0ZAU1NJKcA6uvEdI+T9F"}	\\x02fa31260e9f41fd5f66464436079553a4bb08ee7f6f652783eb4e97a0a47d55d1	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00ee	2026-07-27 21:29:33.679778+00	2026-07-27 21:29:33.679778+00	AVAILABLE	\\x4cf82197127b146f037842f2d3018dfe8ba1c76fd44154df4ab052148a81ea55	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A8gYZ/GDRZ4x43vf5Tj5dFzmKgXSVVYZaIphKQKwnsDz", "0000000000000000000000000000000000000000000000000000000000000002": "AxQIU4XQD25IQdC0JiNF8lV8n+3RMKvTFM/JG9VHKfCf", "0000000000000000000000000000000000000000000000000000000000000003": "Azhkg5QjmAThB1sKVotLGZu95RsLKRbK0lKs6lt5L//F"}	\\x02f5e233c7a256e7b5e9201d0d7206e4e30684688b7e24f3d9598f4e50eef15b2d	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00ef	2026-07-27 21:29:33.679778+00	2026-07-27 21:29:33.679778+00	AVAILABLE	\\xf27b1c055fb42f81ef5fc59678cdf5e3f9345e7a5f9235c8ecbf8eea57650d80	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AtldU6aiKimmsgoQDdZ2r/JIGO73nPuQz+E65fGcnN1Y", "0000000000000000000000000000000000000000000000000000000000000002": "A+8UVtYPVmULfcL/xZO3m/wYk19uHnrtDgm4IZBsyK1C", "0000000000000000000000000000000000000000000000000000000000000003": "AiVAsqa14uCdK32tY5Zuv2L10slBVapI8HGaGl2gYWKZ"}	\\x025622cf03fe87d229a763cdca93866a4ce6997883d9ece7877e071cd5e961bdc4	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00f0	2026-07-27 21:29:33.679778+00	2026-07-27 21:29:33.679778+00	AVAILABLE	\\x2f24b13193b8a6bf69ae0bfca6313891b14500f3117246b28e34bf3ef058117b	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AxhmswyHdxyIEJMA78J/vGRODgKPq2liwdF7Fe+wp2Io", "0000000000000000000000000000000000000000000000000000000000000002": "AqCv3ILhjYsZPyMAcE2RAVcTTl7kNCNoSE5ofNbrCej2", "0000000000000000000000000000000000000000000000000000000000000003": "A1WWjlcuZ5wCN2U9YM9rahtMQuiQoy4iZ68GDrnL2A/S"}	\\x0388cf4bb9816cbbf18c27f8021e0c4cdd4d02e8a3a2e4966277dc03ac116e90c7	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00f1	2026-07-27 21:29:33.679778+00	2026-07-27 21:29:33.679778+00	AVAILABLE	\\x56ad66668a170f83fc5a5a4aee5b91ee94d82ea1d60d30f5001c0aff16837547	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AyqnIdaGkDdSNAlBNsdf5Cz5Y8etkEiK4G/feJtsfofv", "0000000000000000000000000000000000000000000000000000000000000002": "At00dlAZ/e7K1MXtTeG5k8+Qj+01hMb3HH7rWu8jku9E", "0000000000000000000000000000000000000000000000000000000000000003": "AmVrKJjucF8xSrW0ANmciYkEtIUYcbikdS4g6eo2Iow1"}	\\x028b7f7a001b0f6f4bd03fdbb8d5ef115f02f289eebc025d9a810a18d8fcb9fb8d	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00f2	2026-07-27 21:29:33.679778+00	2026-07-27 21:29:33.679779+00	AVAILABLE	\\x9730eafb8f9075d94ba59bdd26a0ffff0665dd697db8d07e39026e39a7eef2e6	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AtBMWwD7HJlfNHkVAQAzPRSCMj+tfwSqf9UKUu3bb1vi", "0000000000000000000000000000000000000000000000000000000000000002": "ArjyoN6AZcZpEvNCGB/KV6dFcL+XkrOxCYujpAqbsx1t", "0000000000000000000000000000000000000000000000000000000000000003": "ArIs6iBXgGMFt6W/1AdGczKk3h3F6Hs2hvC0aUbHxWz+"}	\\x0359ef7a6bfe19dd2cfbb2a0663efbeb26629a57c28c97239bcefebb745a336a39	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00f3	2026-07-27 21:29:33.679779+00	2026-07-27 21:29:33.679779+00	AVAILABLE	\\x36e2a8ffe27a1cd966a79ffb8ba2cc99280e2f750238b733404062eb580b5038	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A3pGZ58E22j1fFd7N/uZoPDgzNIcSxgXylR9QY4Pxxfp", "0000000000000000000000000000000000000000000000000000000000000002": "Aju3ADhEGubUqsec6tUc2KraJNafcd/SyQAkCHYOV/mk", "0000000000000000000000000000000000000000000000000000000000000003": "AggGND+oyorFBjeKUmksixSpUwIAKbPEfi0SfMSr8XvK"}	\\x0333e7cfcaf518c03e0b42945747685e4d18d9c7a378d48e741e27982b77bd5f86	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00f4	2026-07-27 21:29:33.679779+00	2026-07-27 21:29:33.679779+00	AVAILABLE	\\x86f8e1247fbcd3165e81c134717bd5495450b0de40c300162a23867727f8d2a4	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A9nmIUiV/5vNP60RFZhGOll8BaBzyx47hbusSSLo1pn9", "0000000000000000000000000000000000000000000000000000000000000002": "A2Oxv6gJt5ZUdPqcm9zKG189brFihibApu4EY7xr7VwU", "0000000000000000000000000000000000000000000000000000000000000003": "A0ciiHMDZ1T604BmE72y3w/0c9z2MJQtTEKHx7Navgad"}	\\x02135e0d94cd12890534245845980e23d7665d12c7d87ef1cf1551f8adf412c1a4	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00f5	2026-07-27 21:29:33.679779+00	2026-07-27 21:29:33.679779+00	AVAILABLE	\\x3200a28fcdd63b32a7d0d550598fa584b7c39a5eacd64b264844346c09a3a5a3	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A3A4nry/3XHx+6z6sNQ55Lhdm2Dn/JuJ9b0wwWPkYPtJ", "0000000000000000000000000000000000000000000000000000000000000002": "A9ZAjqEpzYhpszQa+Kw0IooRZMjsA+LKMC6zmJdNwwmL", "0000000000000000000000000000000000000000000000000000000000000003": "AwIqw6+pbdQPJNHI2pioIIZ0zE6aJoKmLs3iNgXiphB+"}	\\x027b3e90737859ca73246cbc073388f3f281817d3b37c295858742348f294bb534	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00f6	2026-07-27 21:29:33.679779+00	2026-07-27 21:29:33.679779+00	AVAILABLE	\\xbf7d9bc1f24889e0cf4dbd88cb01b6ff47ce207c837286f77b6cb08a84ac45fb	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A9QvaYZE141wqcy7J0dhiCkq1uHXikkP/71rtkCPQbMz", "0000000000000000000000000000000000000000000000000000000000000002": "ApBCTHCwDmdbODdmd7MeQu2c3+GPXc0nrOkOs8B7ZjLD", "0000000000000000000000000000000000000000000000000000000000000003": "A0aVg9mXpYD1lnUm/pBwWy0xskOdmavdnL+QFtjRySko"}	\\x02b2a47d164236fcbb0913c6d46a4985456b31ee03105a11fbb8bfa93d9ec3f99c	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00f7	2026-07-27 21:29:33.679779+00	2026-07-27 21:29:33.679779+00	AVAILABLE	\\x89ac88eeaa9295e5e1de09154ed5597d64113bbb47af99118601d5bca698b03b	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AphA3J5nq0N3gden4e41O9Vdi+0IY/fmEBuPsFJTNN0Q", "0000000000000000000000000000000000000000000000000000000000000002": "AqJhKrHxbcWIUmCwOQgllTkYeNMys/XMb9zDppFZ5E9E", "0000000000000000000000000000000000000000000000000000000000000003": "A7G3uX9FOTJh8Z2Cv80OnDXSB752xE17VhJeTWTsGgNe"}	\\x02ec468d2e4da3e45792031acabb0429b128382206f2c7d399525e86f5a0cef025	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00f8	2026-07-27 21:29:33.679779+00	2026-07-27 21:29:33.679779+00	AVAILABLE	\\xd379447de6577b2ebc52d275ab63d887478920cad1df80e76db0c74d2a089f12	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Aob6gSxjglnzXmT+WMP+BNoS6EcSJjnng6zY8LVVqDNR", "0000000000000000000000000000000000000000000000000000000000000002": "A8Ste4NU4gLx4h9Tupxaeo3qoIzxsRNJuH4sxhop2LjA", "0000000000000000000000000000000000000000000000000000000000000003": "A2GsfkzXPo9qsKcJbK40qG3szVmyk3pnc3Xyx49iCyyy"}	\\x03fec0470e0ec57f3f272b2dfb71dab6f5acdfad1e9cc94f8c03eab96cb06ad40d	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00f9	2026-07-27 21:29:33.67978+00	2026-07-27 21:29:33.67978+00	AVAILABLE	\\x097fff05ef2819816fdfe856d55c98f51cf54364ceeab31487673665c061edf2	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A3FEq5tKnAqKKzBN66kU+bNJ9+PKn7h7XLgWvEs93Oip", "0000000000000000000000000000000000000000000000000000000000000002": "AzMzZua5dkHLOxH/DUp750tNU3YLHEqlgvtW0FYSbbXs", "0000000000000000000000000000000000000000000000000000000000000003": "An/PnV1xpvbfMGXDZx0PQGzyFpwldpeuoA8EZLZYE7U2"}	\\x026098421001255983b4a5f934fd6f3d31dc235a8c1fbeb894a2533cac8ff8931f	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00fa	2026-07-27 21:29:33.67978+00	2026-07-27 21:29:33.67978+00	AVAILABLE	\\x982c697586e37fc0e9abdaff105cd11adf378760f8418202af41d8e63a4fe2c5	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A3BKtmhxMkUPoGjqW3FC0puwqD5woGSBb3HLdeRSdLXQ", "0000000000000000000000000000000000000000000000000000000000000002": "A3iefR2pO0CaBzWqKSg7fDkGZ69vsdn8rjf4w22Fkv/h", "0000000000000000000000000000000000000000000000000000000000000003": "Ax5D+Pu1PwEGJEIZnTTWS6bLdWg4I4AytW/bVXT0oQZ+"}	\\x0209fd103b52b549e67bf4504d9920bcc63ffbe42bdeff4b88cc5cf62fd22e2cd2	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00fb	2026-07-27 21:29:33.67978+00	2026-07-27 21:29:33.67978+00	AVAILABLE	\\x437f9f9cf8fa916cb2856bde27acb5b34246d07086cbe88822d6378f11511444	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AhpIZ0jnLPc4b3O4s1w0jXom/ZqhcsRYLV36pp5luf9p", "0000000000000000000000000000000000000000000000000000000000000002": "AzkgsTA94lV5ERVkSa3o0zwd93LtwZ0q6ennDJqhUNuz", "0000000000000000000000000000000000000000000000000000000000000003": "AsSQHrXKU45M+LJfntTPDvOaPJN0q0UO0jjvOWMbvXK7"}	\\x036bbb589fb824f72d6df01490a48b6b7c61268b015fdd27c7917f5257f78cc3a9	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00fc	2026-07-27 21:29:33.67978+00	2026-07-27 21:29:33.67978+00	AVAILABLE	\\x3c3dfb485b616310f433396ee5854a1abe77f85ff4a47a5fe513f437cb486a9c	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "ArEwr+AGNI45uVAD7fmHYr1yZUQgfDLza5pmXn0i/4v0", "0000000000000000000000000000000000000000000000000000000000000002": "ApE9mtPdi/c4zkbTDB2u71tZ0tJYvDRwKgKgOoreQb3F", "0000000000000000000000000000000000000000000000000000000000000003": "A19Vj3mAOZAjOo50o+wNUUkPpq8dEZojcKINyW/O8hNm"}	\\x02d6524f7f12d523764b2c484148c173b700aef4b7f65d06ba6e634addc88e29c1	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00fd	2026-07-27 21:29:33.67978+00	2026-07-27 21:29:33.67978+00	AVAILABLE	\\x1ae27fe3a8ccec689707ae823d9a3719c50ca6f2569ca7d822dc70750d85903f	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AvFrfok5FrWJ7LCGVFP7ythWTpX+xGSc0DncMlo3d+m4", "0000000000000000000000000000000000000000000000000000000000000002": "AnBcM6d5aYn7SmzakLJToFKNo9XW2Mtranaw8zsWQbb4", "0000000000000000000000000000000000000000000000000000000000000003": "AoTKk/Ts8sM5NY/uRcmBHPms4WrMZDKByKTjzMoVh8sX"}	\\x02c2e3478f4dab3882a87052507427f96f5bb3fd938d1681490efe1e71acf0b500	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00fe	2026-07-27 21:29:33.67978+00	2026-07-27 21:29:33.67978+00	AVAILABLE	\\xd7214d9383ca1c28393945eabbd0436fa2cbe1794f54cd789d1a359710082826	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A4k/6kQ5lsW7fH8Sd6rCqHlYgn6FdoTdlMqVI0Ydbl13", "0000000000000000000000000000000000000000000000000000000000000002": "A47nXernSRw78y0m5waitCViaRR2ta+VnmyeAwi6Tt8+", "0000000000000000000000000000000000000000000000000000000000000003": "A1RoYa79KPB6FOOc5+syayOxagbN3sjefzXzDDydLSMf"}	\\x0255c5c3f4d6fadb0fb90707f8e08f4f151a292a14266c34959a0263b9ead80a85	2	0
019fa57b-ab82-74d2-bd83-e49fab5b00ff	2026-07-27 21:29:33.67978+00	2026-07-27 21:29:33.67978+00	AVAILABLE	\\xda389daa109f809d21d90b580ca19222803c96e0e018fdc41a8c8e05191a5d67	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AuQBfIlYVOY8GD/do30Yej8E+CU0E70F8kqgviqnv2Ko", "0000000000000000000000000000000000000000000000000000000000000002": "Ax5YqpW3Qs46sTMjWiBjA1lSVbHieuF3CNW5c222TlbG", "0000000000000000000000000000000000000000000000000000000000000003": "AhBrUG0gd193gP+myYWlkM4B5zVcvIFwhCRTNKlOn/ua"}	\\x03a5499f71729c1cb5f54de813310a93af8899b3d630d7170247ec3a2bd0d55641	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0100	2026-07-27 21:29:33.67978+00	2026-07-27 21:29:33.679781+00	AVAILABLE	\\x10c17b846fabaa18fa83c7df3d00f3db90ef0692fdb49dab48bdba5798bc4a41	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AwE5cBzEJsYhq396Vrb0sPF1BYXrkmQwoAWL+TH5LfHV", "0000000000000000000000000000000000000000000000000000000000000002": "AvXf/I2WWjaGMs2c0vXb6yKk16UUgG+lGfzofcEVqQHv", "0000000000000000000000000000000000000000000000000000000000000003": "AgduNPGrgXkLplMd6kr8LYu72QFpydTfnqBYcC7YORVC"}	\\x035088d6f40ae38f294c50160a70a7b12638094dc7de40f1e22119192a9462971c	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0101	2026-07-27 21:29:33.679781+00	2026-07-27 21:29:33.679781+00	AVAILABLE	\\x11d273fbab7b73782b965aeb4ec0687f8bc5cd879e8680df072d14c5477d2dbb	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AgFf72p27vIbpkHCPgJv5pe2SeE4PSDJUTL+O2zDEO2z", "0000000000000000000000000000000000000000000000000000000000000002": "Athusw9HsJedy0HRTPEyEWc+HncMhrtkyEvsERPHGJOo", "0000000000000000000000000000000000000000000000000000000000000003": "AwQp7hY9ixiBasjiM/aYMbm3oT4DdVirufVmvkt1Ic4R"}	\\x027336c3c994fa1aebfb5bfec5aff177c8b39f90c1719ce030268cfc8457655b48	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0102	2026-07-27 21:29:33.679781+00	2026-07-27 21:29:33.679781+00	AVAILABLE	\\x2e45904e77a69729e3ea0e3f6468d4524dbdb3f04036bcd0b79318b9bc149861	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A8QnvpfxIVXOTiLCafwa3LxyBkQus2WEzEQr+6/CBNvx", "0000000000000000000000000000000000000000000000000000000000000002": "AslEbrgUE9/P3hczHx471dCfIxucmHeVHd0V4GP1AY8c", "0000000000000000000000000000000000000000000000000000000000000003": "A7TPZXJrYmP1KrVc+gijoqd9R24d47MXa8dU9UTV54JG"}	\\x0393089a6e2efbaa9e440dba66c044bcd52b3ac6899a5979b3797367d1b8fe7bfc	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0103	2026-07-27 21:29:33.679781+00	2026-07-27 21:29:33.679781+00	AVAILABLE	\\x20563c986ea8288f23a074c414e6cbfde1f56f318cb0da0636a7bbe40dd24784	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AuDwwj53liqlC4iq/Om4RVkTPzVFxB4RWTT/xsKFkrFh", "0000000000000000000000000000000000000000000000000000000000000002": "AmHnzeTkr7CqJemcLeC0BJIG+Zl/4Kz1LVwXg/s2sPW1", "0000000000000000000000000000000000000000000000000000000000000003": "At6h54cswno1VIeLyxMtG0Ia8YDh2/RmLZIbMJOl/0Tt"}	\\x022f7f5ba1cee383b81bb34177e9365b53e7e9b58abf7a886d348ad19696eade8d	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0104	2026-07-27 21:29:33.679781+00	2026-07-27 21:29:33.679781+00	AVAILABLE	\\xda4598e8ebd01a120b459a3df3e7296697a95b9593def20d254124270c3f590d	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Azk/wMu3rABpW0XC3fLFpon+4fC6PhOvY4g3VLunKs2I", "0000000000000000000000000000000000000000000000000000000000000002": "Amj47t6Ccb1M7WtEXpDnBFZSP/6UWC2uzT6ftfjEB+um", "0000000000000000000000000000000000000000000000000000000000000003": "A/dhWDwKCZlPb65UmOgz69bdV+9yBf9Q3o2zornjRssx"}	\\x02ef0dbee8cb65cd0cdf2813e71fc06dfcffc7cd087afacbd23412fbc281954d46	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0105	2026-07-27 21:29:33.679782+00	2026-07-27 21:29:33.679782+00	AVAILABLE	\\xdec0cccef90d5137e2db1eedb3f12a112452629244f0977d0dfe4143688271da	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A9ZYy0Yyx/vBmViagcNMZDfIKcIEc28HawDHyA0KXeVX", "0000000000000000000000000000000000000000000000000000000000000002": "A06r/J2tDLXacUDyh6FG8gKsuH0uWmL2pmcZQipmx5pC", "0000000000000000000000000000000000000000000000000000000000000003": "A9APXvxM0f/2peEXtikIMcOI52qiqkYuQERj4kgxVSD+"}	\\x02f9319cad041a0262c3178d4c91b5e08fd7778fbb680087664e88a3830a428400	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0106	2026-07-27 21:29:33.679782+00	2026-07-27 21:29:33.679782+00	AVAILABLE	\\x75d5717883681ebd8c3e4b6dfc9c778a6ee77c08a4f8152523acba9bbf7f55db	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Aqra19m8oN51A3RaCR81Ix392FpTeTmKQSwrverq1HTD", "0000000000000000000000000000000000000000000000000000000000000002": "AhkSZsAc3HGi/gVo6iJuNPCHbVtC5YXIyWGsGmuwdHcN", "0000000000000000000000000000000000000000000000000000000000000003": "A6Vhl8CgyQHfhM98ajtkRf9aQUaama/ZYiR2S8WmhMG6"}	\\x02893659822c8bc1b3e2b3342d4406a2b063b1c343fa9e8bb9abe941387ef54f3f	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0107	2026-07-27 21:29:33.679782+00	2026-07-27 21:29:33.679782+00	AVAILABLE	\\x0a0490bf5bf57f359102ec7a8adf05360a23977f25b5dd6124daa5ab9f32fe19	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AhI77VkeB1MJJrWa3xCa8tmOY13DUYU2rT/Z+HBVY9yw", "0000000000000000000000000000000000000000000000000000000000000002": "AjQzToZyBU8nPacTHtYsIszwn1FIJn9R5xc/MHlHYjvw", "0000000000000000000000000000000000000000000000000000000000000003": "AouTK1CJ7zv/cYUKKhdB+embr9YRKYCGPZt7Cw+AvCKD"}	\\x03700d64dd12d6df1cbda013e1fdceccd8d6964ee17a5a3bce242c82459d3cd736	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0108	2026-07-27 21:29:33.679782+00	2026-07-27 21:29:33.679782+00	AVAILABLE	\\xa5f8ccfd051a7be1df9a7d7dd939f913179d73d5580192faf6ae09e588c39fa4	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "ApRs6xT1Y79UznI1L+dCoE3nfrgFDQSqvXqSWZfdjwOQ", "0000000000000000000000000000000000000000000000000000000000000002": "AphVCmO2X7yOzYKw5c02ihFZoY1ZUxCKsAriis2lGDTA", "0000000000000000000000000000000000000000000000000000000000000003": "AgRAKCxIwH9eT7l9KFRglJ56B7Z2s6JFNjYBXykDaIpT"}	\\x0209db2b3e6bf6acfde3013fc00dc49ee2af82202417e9d5988b62ffaf82969b90	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0109	2026-07-27 21:29:33.679782+00	2026-07-27 21:29:33.679782+00	AVAILABLE	\\xc581edd2797fb530d65ff42f0f8755352c901ce29db7f9ec61f20f79423ab71b	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A0aQnHaDoEVlv3AXo0zt8ryOu1mfnOTwiQDiVJqEDDPC", "0000000000000000000000000000000000000000000000000000000000000002": "Atx6aPiZpXsFgyUvHrV+T/L9VlR48k4drep0p6XHTl43", "0000000000000000000000000000000000000000000000000000000000000003": "AyqqzlxoG9NMNFv8BKuu5EEpOQL0KrHRutoZN9KxHyGM"}	\\x02fdc920bbcb23cedec592ec52fad096b50ee397d0398b288e216f87107439e0d8	2	0
019fa57b-ab82-74d2-bd83-e49fab5b010a	2026-07-27 21:29:33.679782+00	2026-07-27 21:29:33.679782+00	AVAILABLE	\\x4d9e6f3b4e43236ff49c92b8eff46015239d098c53d04bd68b7b830988498a7b	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "ApDCn1jyit6EPE40ttgfv44QSSDX/Pi0gzy+2TI5fGIi", "0000000000000000000000000000000000000000000000000000000000000002": "Ax9HiHb7i1Z8svVN8rTGHQ2MMktoNJFco0E0XMB/zjYS", "0000000000000000000000000000000000000000000000000000000000000003": "AqlhjWvEE3fb5EZ/xesNR2sJy9DpPkNOyK0TnKNLIoDd"}	\\x021b5a6f7f49dbc231f16743fe5b84647e96ae466d4b0ea33b25a72fe70c5ae8c1	2	0
019fa57b-ab82-74d2-bd83-e49fab5b010b	2026-07-27 21:29:33.679782+00	2026-07-27 21:29:33.679782+00	AVAILABLE	\\xf8fbfba1c437e743357ef4413e953b2671644e0d76d261ebbbc76b2fc4d358f5	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AnHLeQs1WnO1n80leMgyNeRzJql9zB4tLUKyGkD+ZbCT", "0000000000000000000000000000000000000000000000000000000000000002": "Ao3q5Uhe1CIMG6HrNaAlmkuJViVEfYMB+o9Tw14BDfhi", "0000000000000000000000000000000000000000000000000000000000000003": "AkldSHsoE7staJg0J5FcUoMRqmidb2En0BhwkrCaWuEn"}	\\x03cdb2d925bdf48a2668dcf570c5ef67e16d1b3a529b939673ad43e9d7a47d5fdd	2	0
019fa57b-ab82-74d2-bd83-e49fab5b010c	2026-07-27 21:29:33.679783+00	2026-07-27 21:29:33.679783+00	AVAILABLE	\\xd24d8c33d95a079d1721e4d3ac1d7893447c8de58d2f606393db6ad588a9e002	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AlgbbzPIIRl8oIcM25sujsVKKmzwa6OiWsg+knT1mtpP", "0000000000000000000000000000000000000000000000000000000000000002": "An5dNkvZ/R9jpB7eyxL32Q4Ud+6O5h61+3fkNf0zMyFW", "0000000000000000000000000000000000000000000000000000000000000003": "A2r6EvEmZGQplX4NK0rZhcmMAC1kHqZOZnYm/fpeN0yy"}	\\x02210d27a0c69c8cb6bda7bcd45cff3d20163ebcfa01b31fe41424cc551fa41821	2	0
