019fa57b-ab82-74d2-bd83-e49fab5b0000	2026-07-27 21:29:33.677493+00	2026-07-27 21:29:33.677493+00	AVAILABLE	\\xb9bf12791bd72b1ee71dabf9cd33582dfecbb20f6936a7d28cf487082765bc32	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A64r3Qw+XOFNZkKnxq3F1umgcVHZNpbAawsG2UY+7vwW", "0000000000000000000000000000000000000000000000000000000000000002": "A6Yxr0aMPKdR0LD5JGXv+bOGZNfSKHwJG8ZmRt8Owhz9", "0000000000000000000000000000000000000000000000000000000000000003": "A/ld++P01wje/CIbBJZTz/z4L+w9ym18CuGcEEbbtbj6"}	\\x020836218f03573e82d60a751895c64b1354c8e06d044ff87a690e80a71e093d11	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0059	2026-07-27 21:29:33.677519+00	2026-07-27 21:29:33.677519+00	AVAILABLE	\\x970d0c67d8d19f7116781ce0f80255ea481ad0ea1faabedb45ef4b662947a66a	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Ah99fDlBYCgs2eIACWSVgBZlp9sr9igen1V3xkSM+B6S", "0000000000000000000000000000000000000000000000000000000000000002": "AkriyQllzglNtm8BE61kOuBJXXDJW6gEp5H4eAdz0wsr", "0000000000000000000000000000000000000000000000000000000000000003": "Ah8Q5/2u2SjrlX6FpIflhApT1IpT8+KhVhPsaGVsBEoG"}	\\x031456412c3c59423af62640e5b48089223b33921828f8e84389cc729573d158c6	2	0
019fa57b-ab82-74d2-bd83-e49fab5b005a	2026-07-27 21:29:33.67752+00	2026-07-27 21:29:33.67752+00	AVAILABLE	\\xf70a80f4fd2b661d5d1bf7c9f3b7e18ae1d053a33fd10c02079f8234d4639cdb	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Ak+CBzsR8b0T85KMhxIGo12Fpt5XZOuYYeyB7dshWBdM", "0000000000000000000000000000000000000000000000000000000000000002": "A739/lRpSQeBamN1UhpwWcNErK4ytHJLh1CUPlM8UkRr", "0000000000000000000000000000000000000000000000000000000000000003": "Atvi/q0KtLoUjzWR4cDCcdQySCKWNxSSXsZ6TVP8atL+"}	\\x038090414631df7da3568a0fcbcd08bc4ffeaa94136f73250199301973f02a4cf7	2	0
019fa57b-ab82-74d2-bd83-e49fab5b005b	2026-07-27 21:29:33.67752+00	2026-07-27 21:29:33.67752+00	AVAILABLE	\\x4758f5d08c6f647e885857e2c2a7979f8dad1a5b3180b4cf6ce8bba46ca7c2ab	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AkSp9fm4dsBXGpD6I2QcWrZMjLyB7E8xIHgzf8hoMAyT", "0000000000000000000000000000000000000000000000000000000000000002": "AijpOgGS7CN1ZeO2/PSogaqe1oVTagLkLSkF8d/hxpcK", "0000000000000000000000000000000000000000000000000000000000000003": "A27r/Uet5ScS8K6R36Nubc3tMm5h5Y/acx0SgjdvuUqi"}	\\x0223166e14a44f6f4f84bef95a8201165e66f835426a0186e1b0955ff347b08850	2	0
019fa57b-ab82-74d2-bd83-e49fab5b005c	2026-07-27 21:29:33.67752+00	2026-07-27 21:29:33.67752+00	AVAILABLE	\\x7f3140fa3278864a6300a1b0db360f88bd3b6943e46c40d52a33d376975ff740	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AwTVifNyrzc6yoUrdngbvsvCnZSfMogNTmEhDjRfaUes", "0000000000000000000000000000000000000000000000000000000000000002": "AtGy0IJFZviVT1cMeUL9h/Fl3MVq2AnbZJjiNGN6XECX", "0000000000000000000000000000000000000000000000000000000000000003": "AhscuCqRhrlvGpL0UHfzuTlFW/xsla1vTIkFWsMiwiy0"}	\\x02e38c77658d9d7a872295a3613558fbc696c9b6a85f193bb49b1caf7d6441a66e	2	0
019fa57b-ab82-74d2-bd83-e49fab5b005d	2026-07-27 21:29:33.67752+00	2026-07-27 21:29:33.677521+00	AVAILABLE	\\xdbc6df797990121b3e34a7a4b32b48b20fca8b5907036c6d2e7792827ab65554	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "ApZfxbQkTrAK/ldbSn6JryckfmUhF54101NBiYFe9Q6V", "0000000000000000000000000000000000000000000000000000000000000002": "A+xb0jyG4UE2laj/IDFGEJHCEyafFNrgIBRHHTStv962", "0000000000000000000000000000000000000000000000000000000000000003": "AwFFU6TYQ6FG6w2MEEqpNWbA/iik2wr63OHMYhpUvnlX"}	\\x02a74dd455f817c366346d02ecd37b5a8ee66ec14275b574e762de9f79da661213	2	0
019fa57b-ab82-74d2-bd83-e49fab5b005e	2026-07-27 21:29:33.677521+00	2026-07-27 21:29:33.677521+00	AVAILABLE	\\xe676cfc41372a468d0f57a2ed14a6d14220c14658ce43f068a3fbef752529d79	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Ate2wKZpzB6qvcQTQ6SyFZTUtpcpc9uurX3eQtR+Yjmk", "0000000000000000000000000000000000000000000000000000000000000002": "AjsvIYJQTYF2QHvt3ChERfpvJ2lhb8RITxK+enFzj6pP", "0000000000000000000000000000000000000000000000000000000000000003": "AuBHt9MJPvbG4CBYgOPtV/O2a4FtLiohEpxwHTCxJude"}	\\x0362cc1c5db1c1e943cfa86d2fe37807cea7920310ef188d4647e116fb9ff1ea3a	2	0
019fa57b-ab82-74d2-bd83-e49fab5b005f	2026-07-27 21:29:33.677521+00	2026-07-27 21:29:33.677521+00	AVAILABLE	\\xa4dd8682ce3ef8773bd12d798ff36c00cdb9969dfb297a8bc6a8f960635519ea	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AxqEhak0A5P6bHlX7lLEphf/cwmP2yRliO5bIEzjc7eE", "0000000000000000000000000000000000000000000000000000000000000002": "A6OlepyJa1XoWcCtIbOlV6Dl5LYxjlSkZlEpqlnTVqHV", "0000000000000000000000000000000000000000000000000000000000000003": "A4rjVS3tEdTke2hROLVPWUqxgQxsM5oUMCR96UkTfHmi"}	\\x03329700b6fdf9068b6d48362611fb0a95c9d97e98d40e63ed14b509286034632f	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0060	2026-07-27 21:29:33.677521+00	2026-07-27 21:29:33.677522+00	AVAILABLE	\\xa7ee6cdfa18d67f4a594171552bc0dfa3103e5ac32522be4ef70a5f7b32af987	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Aysjv0rERk53nAffL8ECl7KULct6xMH8tpcj4EXSIgCP", "0000000000000000000000000000000000000000000000000000000000000002": "A3I/E23Lr9P87MkRrm0ZuTnV+O+OKgvKl+GpjXqSq6/a", "0000000000000000000000000000000000000000000000000000000000000003": "A2930zdepDR3SrwGRnSSTS71Fsu2zbtWlMDtbkwAg7rt"}	\\x03efb0a27030439cc2ecf3892402b36ccb42faa1e4d289f1b0e7abb6f62c879419	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0061	2026-07-27 21:29:33.677522+00	2026-07-27 21:29:33.677522+00	AVAILABLE	\\x0d61755dbc8844937bdcbc0936b1dde3d53adfb8029c2c604e2a72018dc22672	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A0lHNU0vFF3PzlpfD1KyW4bSXXaPg9+gxDKfSH6AvWac", "0000000000000000000000000000000000000000000000000000000000000002": "AitvJHonZDeCeifuQsrclj8JSGTs8iSEdxzfqLxRqXQw", "0000000000000000000000000000000000000000000000000000000000000003": "ArFAvpCtQvWae9ZwHgOPvYtRKYW8gLBGPFGJbAcChQl0"}	\\x02d703964b2b4e38d3cb53e4e9585a7030c43095e7d42456d2a9b75be109e786e0	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0062	2026-07-27 21:29:33.677522+00	2026-07-27 21:29:33.677522+00	AVAILABLE	\\x61670a3cb46444797917984d9ea2e5405f72c05d4d8886524674110a69672e10	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A7ms0weFzgA91tHR6s8kzLreC7Q7Os4ALxRX2IISIwUe", "0000000000000000000000000000000000000000000000000000000000000002": "AnjFdW6+i3sHPVoDBywFkcfOgo9SBgm7RYhVApd+ymxJ", "0000000000000000000000000000000000000000000000000000000000000003": "Au2Gr0he+S8HpdjEDJfNjYa5M0qhCDfCbmcPWD17Jtum"}	\\x03557fdcc5e0d54c34e9dacc3334e9669aa812b364fdf29e54508e97f8aaf94380	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0063	2026-07-27 21:29:33.677522+00	2026-07-27 21:29:33.677522+00	AVAILABLE	\\x205755dff4db71b77c96400492525cda93f3f615a6b0db2e8e430e5db85903aa	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Aus3S0OD1XHgu4z8PIvEFvItTT2iEl6/SF6PnDo9ijTG", "0000000000000000000000000000000000000000000000000000000000000002": "Auh0MYcWk1xasSFg1/9FSfZ8rzxXncYRJvf48x6P8hW8", "0000000000000000000000000000000000000000000000000000000000000003": "ApjCnO/lp4HVhVMkpoXr8SO0FSacoL4HygRPImDLeA5+"}	\\x0393e046a279680352d7eab407c9a0a80fb4766735dbbea923666b8d3a10a0374b	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0064	2026-07-27 21:29:33.677522+00	2026-07-27 21:29:33.677523+00	AVAILABLE	\\xe0f26df5f38609a8df217dc470b0230b03b60ed97f5a1fa8937d6c6845b1c146	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A9nVINtWU3Zr7j6/LMxSeJD4kKH18Iwf09WE8A2TIFBX", "0000000000000000000000000000000000000000000000000000000000000002": "Ak1T+8xEd/+Acc+lpJn1tJJ/Mlz/OhxeMT057nT149qF", "0000000000000000000000000000000000000000000000000000000000000003": "A3cpcNb5kJSxs+Hv09CxPRWN0yVvQEETXOT/zpYq0qdw"}	\\x02c977c319a7706bb69badb6bcb629c3c12c8b1555a3241abfe6d6987ecf0a49a5	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0065	2026-07-27 21:29:33.677523+00	2026-07-27 21:29:33.677523+00	AVAILABLE	\\xa5574cd8a33871e5b5ccc2dc8bd704f32920ef690b5874839a3829a1d60b87e9	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "At3woRs8XwIcsJHTfxfBCgeq/wFkPU1d+jbJJaN+oowJ", "0000000000000000000000000000000000000000000000000000000000000002": "AwvXwidfT/WQZLjmRYdAtcX7jVmTD1XqiRuOBSI5mzGs", "0000000000000000000000000000000000000000000000000000000000000003": "AjIEMAu9uWlda2/eREOXld/IshLylnSXCQjVdr8aVVFP"}	\\x02b8648f2796dc5a09e5f263ede2c77634f504b2308c071ec7d921943e881a048e	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0066	2026-07-27 21:29:33.677523+00	2026-07-27 21:29:33.677523+00	AVAILABLE	\\x17a5bf53a36f16ed4c723444a5b56722b07c5aeb974272544f33629c2016538e	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Apwb6M5HwGRtzLlJZVkbMTQOwOt6Gro+7QocmFU7odOi", "0000000000000000000000000000000000000000000000000000000000000002": "AjEiv7891dE692+vfZIJASaH8uJwKDZwG76OY8GUPjAH", "0000000000000000000000000000000000000000000000000000000000000003": "A0j5S5oPHOTPnMaWSTsJRw4R8gHIP7fCX/MgIXk+ZnET"}	\\x029294157999b5a1b3130950dedf59e3dce9053b87d8e263fef87810fe8d4eb68b	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0067	2026-07-27 21:29:33.677523+00	2026-07-27 21:29:33.677523+00	AVAILABLE	\\xcfe2b2d1133b5e317c092188dba5e96deb359b5959d0e4c4058450c60241751f	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AiS2tg0Zqv6SbGKvPI3Kd7qOAlcReR4JcxUJLwE4xIv8", "0000000000000000000000000000000000000000000000000000000000000002": "A1MaN8HybMJ2BBlzWYik6TiX5G3M2sQYheipYOCZ5Go2", "0000000000000000000000000000000000000000000000000000000000000003": "AxOxVS23Ks6q0vb2UJJR4B8EUnrDAAVECV8fNLT/jSUi"}	\\x02b13eb3b8446f960e1d1e24a32374f2f6b79d92f971046eae1870413bad4df558	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0068	2026-07-27 21:29:33.677524+00	2026-07-27 21:29:33.677524+00	AVAILABLE	\\x8be9ab9d2fd88299347c1cfac0b568160ff00ddbb03d4b3bdce01b2f3a4c5ec4	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A+P0/JNSWuCchtQxoopc9vpXx0CW2u8fZEaibSwcuNHW", "0000000000000000000000000000000000000000000000000000000000000002": "Asuc3nSNo5WCllDfDhHAwDZM/+A1QjnsFA0PYw0LqTrc", "0000000000000000000000000000000000000000000000000000000000000003": "AzZK5GGNX9/f0ec6densExelNFzIU9FqeS6iwluqujmy"}	\\x0284b1fc462c8cd02fa5e19e850389808e4a2e79705ebc205e39d9bad1a65e4c72	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0069	2026-07-27 21:29:33.677524+00	2026-07-27 21:29:33.677524+00	AVAILABLE	\\x133329f1bae303f39b1f21b7372a887b76af971e940ad481e3e5de5fc095618d	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AtOiBWKGV1W8mI+d/6Kjtn3fBdoNelqe4DCRvnhXx4ds", "0000000000000000000000000000000000000000000000000000000000000002": "AkCqMWKkng7bHgIqb0QQGIz+o7EaQIFlbqqctk2oW2If", "0000000000000000000000000000000000000000000000000000000000000003": "Ars7IkPc++GROIgJ8QnG00izdSWkRPuePA/AiCaSPQ44"}	\\x033b2412e915df969f8edde07a87bf26b34ea1d98228e5ec14b169c642885e5a9a	2	0
019fa57b-ab82-74d2-bd83-e49fab5b006a	2026-07-27 21:29:33.677524+00	2026-07-27 21:29:33.677524+00	AVAILABLE	\\x75185e5afc4b20ab96f1645a8d8296b1b04d863d4fdcfa29942f1dc9fd108dfc	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Aly3+jcre2HaL5jJPWV6EzBLxhqsoC8hHwOIUqJ5pS0r", "0000000000000000000000000000000000000000000000000000000000000002": "A2gUn0QRdPxr96nvLxdjUHCBfEzssq3PFrX+/bYokZkv", "0000000000000000000000000000000000000000000000000000000000000003": "AqpsG8/Ij7D2kAxibvyDfCdORH2HbUT+zm9amwh4UEqN"}	\\x0399e16dd3184be4638e2222c4c3ff2820265dd854c3345ab83e8e73f75959c995	2	0
019fa57b-ab82-74d2-bd83-e49fab5b006b	2026-07-27 21:29:33.677524+00	2026-07-27 21:29:33.677524+00	AVAILABLE	\\x27e2c989619bab11218464a2081c5e621a37a2b80dff80ae5fb3b8936b7b5644	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A1KOYEifiDL1rqQ8P70FKqfGFezyIec/P0GHdbgP7XTb", "0000000000000000000000000000000000000000000000000000000000000002": "Azln8HSyZxUVHvtOLZnszxZ/BkX0O5VGL1/FK2AxXbqC", "0000000000000000000000000000000000000000000000000000000000000003": "Al5UGY6D9ixc6dWrHR0ysXGLSowd4Q/uAPNSTWcwUjTk"}	\\x030dfe647956dfcd07ec394f2ebcbb117d69cff3ef8688cf6aa9e3343563aee503	2	0
019fa57b-ab82-74d2-bd83-e49fab5b006c	2026-07-27 21:29:33.677525+00	2026-07-27 21:29:33.677525+00	AVAILABLE	\\x72a71a51452c54626175881132a20ff2af68f866eff07e944e8bb5d528cc640b	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Ay7ffIvvlfRyOgIjMloFO/9QdC62zMLWtDAjjIh9K0Qx", "0000000000000000000000000000000000000000000000000000000000000002": "Alqgq/8DqKlqKrCD/ABbbJmIeJcckm0dz29Tp1CuA5WU", "0000000000000000000000000000000000000000000000000000000000000003": "Awg7mpTDj0W/tlDL7wRWVE5eAiuMdLXzUkjLJWiGlNKI"}	\\x034a53fce162392063b1e8d332a875a55e7f2861e8d8c9b546b32b35d790380169	2	0
019fa57b-ab82-74d2-bd83-e49fab5b006d	2026-07-27 21:29:33.677525+00	2026-07-27 21:29:33.677525+00	AVAILABLE	\\x0e8d26633a2c08da188c619817046b0213a1d3be5312fa749244cd3b8775c9ae	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A/av2J/nsHBLaixhqqAGsiKOxnXCJY31CAc7wZWzswbG", "0000000000000000000000000000000000000000000000000000000000000002": "Al64+I1RCkbUgqjGXeQC8WeMiG31+lH8e8OdpenHCOi2", "0000000000000000000000000000000000000000000000000000000000000003": "A3vs+gZ6dYEvVIWozqXDz2LCzz68P2tdx7B22873eTyi"}	\\x02db3b1d357a2157fb68d9e5e4b01ae6d1440e7ac96c474bd508d088164a9e478b	2	0
019fa57b-ab82-74d2-bd83-e49fab5b006e	2026-07-27 21:29:33.677525+00	2026-07-27 21:29:33.677525+00	AVAILABLE	\\x3a7d6f3c9f541f06dfb28f811db4d19af43a7889bf3d7cca0bceea6c7ced6dc7	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AiO7TdxftdDGJQBKO91kubfeTPEhnUtM33/cenAkfTaH", "0000000000000000000000000000000000000000000000000000000000000002": "A/+2A22U+e+SMuns1Q0Ai5VLegVuSqEpNDJKdZMqgmp7", "0000000000000000000000000000000000000000000000000000000000000003": "AsT7L4An9OZ4amVbg1SlhZI1EuxixnMN9H/1i+vD/9UD"}	\\x022b620e8a1ba40c0a18b5e21718d2afee61b70916b214576a84809515c0e23a3e	2	0
019fa57b-ab82-74d2-bd83-e49fab5b006f	2026-07-27 21:29:33.677525+00	2026-07-27 21:29:33.677526+00	AVAILABLE	\\xb9357eb1554e746f96adeef8d929dc901cf4db5b360d5a5b720ee20de2f25482	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Avd4mVBAvkiuXw2o4AyPFC9Cc3hoPQQIgGYORS6/frSS", "0000000000000000000000000000000000000000000000000000000000000002": "A57psfCXUPj0nd+bpB9h03CI6esVhlRHqyJqA5TZFFv4", "0000000000000000000000000000000000000000000000000000000000000003": "AplNgAEknRhiWDiE5ZFb4F39NSZdn523ipSmBD4KOKtb"}	\\x023323106e07025bb000e05ad56a49f77cf1c47cb687721d0427c7abf49c27215f	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0070	2026-07-27 21:29:33.677526+00	2026-07-27 21:29:33.677526+00	AVAILABLE	\\x5a1f6a0cd033afb4c8a8e9770feec30cb2ab866fb6116502e1ac811bffee0ce7	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AgaYd8pEGb6ZHBEz3RnvBfqn7MWz0wHGCw9Xam1rPf4f", "0000000000000000000000000000000000000000000000000000000000000002": "A+tlvQyONTBYentE2hedU71JcbacNhKMcFrRWKeqRHDO", "0000000000000000000000000000000000000000000000000000000000000003": "A1m9IeEm1XASaCawi483N8yqOr5TxyBKAF2FYMZccPBo"}	\\x035d353f650aba9c08d6196aad0bc09acfde41258385166179d4081c135629847c	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0071	2026-07-27 21:29:33.677526+00	2026-07-27 21:29:33.677526+00	AVAILABLE	\\xcc58fda1cf99e6e026ed90945afe8590598b5482c46e494310635196335403ae	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AgEbv0M1rhXehYcmWJUu4TaSuPZXZLPbWvz/XWYA5qqY", "0000000000000000000000000000000000000000000000000000000000000002": "AxDxt1gPGEuIi7USNk2huGXtgo1rDYrr4nGJyPOXzw7a", "0000000000000000000000000000000000000000000000000000000000000003": "A19hqKr+yTrMb8uMVQRp8Pp48BC2EwoyPQOAJyV6288h"}	\\x03d859ab703ee0f3181a38977829d664b8f8651d5fda47d5c9265090bedf92fd46	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0072	2026-07-27 21:29:33.677526+00	2026-07-27 21:29:33.677526+00	AVAILABLE	\\x180c1d6f863801b76249d69c9782fc8b88f6fe54f2ec4dbf42e2a2b8ea3c932a	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A1tbw0Vp9pOdHCQ5d9XSkEvc3XW2pv562jrKCAWvdWCQ", "0000000000000000000000000000000000000000000000000000000000000002": "AvyI7HeG7l/M/xAf2lTJe0DgkF8/hGjGJnni6DFABepr", "0000000000000000000000000000000000000000000000000000000000000003": "Awxy/CU2fbPSNeuE27J3KdrfiyRFsfWhSjPNAcaVueck"}	\\x025ce541b57da86e8813a18c08461fec81f7ff2ab2327a23601c0df902de8f1e0b	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0073	2026-07-27 21:29:33.677526+00	2026-07-27 21:29:33.677526+00	AVAILABLE	\\xe1fc227ed81ed579eb753f3ca807affd95ba5fe6427ffec3cb2da87b7acacbbe	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AsZjztFtq3AD6C5q8/u1mXyxyIvpekMAaojfsa9JTkLa", "0000000000000000000000000000000000000000000000000000000000000002": "AnvYeHjjLCzmLe0+ZOIcg8Q61xu9tM2jT5zXg6X77ILR", "0000000000000000000000000000000000000000000000000000000000000003": "Ah7ifKaVcV566a5FtxRxyhuwGniojvbKNR818ipfpn2n"}	\\x035a653696e77f5cd744e4cacde5a39b4eab9b78837074e9b1296e551df1a5ecec	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0074	2026-07-27 21:29:33.677527+00	2026-07-27 21:29:33.677527+00	AVAILABLE	\\x9ac9be366474ac3ee813a3a587351797c6006cc89398e2837ed28e8a0d6494ec	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AkSV6LrUaGAyP+G2mHS1aC6O/Rd9NYfFQXxbnpZY+1H1", "0000000000000000000000000000000000000000000000000000000000000002": "A2xultHY8/Sy/L5rdMLqKVWyTkJpY9fDO7WsuMwfUhzI", "0000000000000000000000000000000000000000000000000000000000000003": "A9zWY+uyxZIYOscOp+vfBis0pxf3QubkfC1BWWC1hF+h"}	\\x02e483de5ceda3cfea956261a3b8bd9420a7532453fd2e8dd7f918b88b5ea61707	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0075	2026-07-27 21:29:33.677527+00	2026-07-27 21:29:33.677527+00	AVAILABLE	\\x587c0eadc4969c7c98b121ea9c839c3260324f4b2a64921a27aaee83808cd9c7	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A2MCABtKPzFUjY8BWGl5QCNnFD17bvnUG//mA4zgWjoC", "0000000000000000000000000000000000000000000000000000000000000002": "A3EzjI8+wrSffSesGFZ/Q+M3OzQGu23UQTMTiXH0AH2y", "0000000000000000000000000000000000000000000000000000000000000003": "Am1YLO2r0tOiaH3+XegZ5YQaz9kPU8fx0wAWEdJdIiXo"}	\\x03053356d9c1fc4a29ab8ec009e550202cb64cfec27911aeb715c69aa58e925245	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0076	2026-07-27 21:29:33.677527+00	2026-07-27 21:29:33.677527+00	AVAILABLE	\\x0e144956c3f1f44f306f4cb08550e0f2a7ad6b99188d830f0245815c131669a5	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Am/IEsWEqZD8TpbR8HdJxt2vtL9+ifv29sEg/PwT/fNh", "0000000000000000000000000000000000000000000000000000000000000002": "ApJNhFIf7Yxxo9wnp+fROY8W/GExwbVkN0bAxkgTIwXm", "0000000000000000000000000000000000000000000000000000000000000003": "AlyvjlZbbgF5eTkQ1Y7texv27gr10rHNWbudFkkCmJMu"}	\\x02597bafe4cfc939906bdd4e82c8187399c1a97ff9ba1a57b14b5e992d31832497	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0077	2026-07-27 21:29:33.677527+00	2026-07-27 21:29:33.677527+00	AVAILABLE	\\x9809eac5c43e58409a5dce2896f498c134b9cbf6e08b1b87e6f18a5f757e8efc	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AhlJCv+ZRMncDfC5V0N8CczcumAsH+eW4d1pA3f2JVh7", "0000000000000000000000000000000000000000000000000000000000000002": "Aie5TYuldEq7+gS5dwe2w+11p3RnbjmgL26T4ED9o+p6", "0000000000000000000000000000000000000000000000000000000000000003": "AkPOtYpALQw9S3R5lZcS0fAM6usFd9H6uCaubogTbSF0"}	\\x02a9fbf3dd67d16f88ca71171297a06e97901e19074c68c996672ae4e0d511820e	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0078	2026-07-27 21:29:33.677527+00	2026-07-27 21:29:33.677528+00	AVAILABLE	\\x6ac4223b172883475cc91a80c4d56b06ae4ee13283d1f5abdd1c48a794cf5320	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A2Twvcr0ekdCUycnu+AToIV8HVJRMa3OyvieZ16HgoXp", "0000000000000000000000000000000000000000000000000000000000000002": "As/nL1Tpk/ttVwbB1GPLBar/I+UdWDemG17Rw36GLTpY", "0000000000000000000000000000000000000000000000000000000000000003": "A/Zb4pyj6lyTctu9N/lh6HRD6ycCfJsPhOYqNuG/4nqR"}	\\x0376ce81a68591f7b238e4eccacb3ec94eac4e3421ff1d9e13fd3b293b0b367165	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0079	2026-07-27 21:29:33.677528+00	2026-07-27 21:29:33.677528+00	AVAILABLE	\\x128d4250e70d1bf97c26ab6755570acece880831dfa93990f8cd0b9b34db0808	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Aw4ur6+bWWxDZEcz8xvteRQo4qeK7xQ0HSKWCim4SXQc", "0000000000000000000000000000000000000000000000000000000000000002": "Aq7sQcSz0VjwXQgIuCha5u+svU6UUUceWvHEvSLmU+mV", "0000000000000000000000000000000000000000000000000000000000000003": "A41hOvwEvV1w0dS25ylLFWX1U9KwiujXwLqrHl+NteAx"}	\\x03551f1e8cca47be74e203461a71963628075ac8132472bb87c87342a4bf0a8c81	2	0
019fa57b-ab82-74d2-bd83-e49fab5b007a	2026-07-27 21:29:33.677528+00	2026-07-27 21:29:33.677528+00	AVAILABLE	\\xe116afa6f98e8899b193c3f9320c9eb0c38aaa8592a039bc0c2c937ca15018d3	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A9vFWjUbznm294Ihtt1KFQ0/RjDl3/C7l4pYtaG2hv/5", "0000000000000000000000000000000000000000000000000000000000000002": "A0LztxNI4Y/iL31P43bScPu5yFOie/Kq2X9Ww7NTmOL9", "0000000000000000000000000000000000000000000000000000000000000003": "A2rVfxHsS50Xqnv7nGUiYVwlPYZz8ND6hE3asYjTZ5FJ"}	\\x037eafa352c11f2617668242519df9d916c76997c4b055cf344f928ebff3f35727	2	0
019fa57b-ab82-74d2-bd83-e49fab5b007b	2026-07-27 21:29:33.677528+00	2026-07-27 21:29:33.677528+00	AVAILABLE	\\xa94738752b9258a17df61dd167af3af7cb27cb01e0072de716a0f57891e375ae	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A+nUgzzGm6gb1LP1Gp5z3KqAtl+0Nf30o8Lm2FekGw1a", "0000000000000000000000000000000000000000000000000000000000000002": "A4nEVHGo5SUmdqPpr13QIu7+ZwSXbcCG1Qw2K6OPlYKT", "0000000000000000000000000000000000000000000000000000000000000003": "AjTCj+9TLT0vHWIBTojXrWxXp7mWR1fH5Ik8oiTuJZhp"}	\\x030c4239b54d7555df291dcb47ec324599c6d7944457d46fad7fe11f3c4cdc0894	2	0
019fa57b-ab82-74d2-bd83-e49fab5b007c	2026-07-27 21:29:33.677528+00	2026-07-27 21:29:33.677529+00	AVAILABLE	\\xfbc4992971432bc6b752ab8faf8c6705cf861bf54de86596ac93e884294fed22	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AquILAARsQjFMY7wa6UlePbPX6uXeRgGuhl9h/seNfM/", "0000000000000000000000000000000000000000000000000000000000000002": "AtGCc4k9A20Xl8eU3YA873i50P+eKh4/4iKYDLoTbGHZ", "0000000000000000000000000000000000000000000000000000000000000003": "A7UXxkfbcti0ypj2SxmYLoKnZobwY9ksUdlYudDUDEzy"}	\\x03acfccc09ee89067851e73e6f6bdc4feaa094af6756ff29e6cea554a4154beb3a	2	0
