019fa57b-ab82-74d2-bd83-e49fab5b0000	2026-07-27 21:29:33.680288+00	2026-07-27 21:29:33.680288+00	AVAILABLE	\\x19d545af41452c06febe786208b4760a04fead99a4c2b6f01d952d2e8497dee9	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A64r3Qw+XOFNZkKnxq3F1umgcVHZNpbAawsG2UY+7vwW", "0000000000000000000000000000000000000000000000000000000000000002": "A6Yxr0aMPKdR0LD5JGXv+bOGZNfSKHwJG8ZmRt8Owhz9", "0000000000000000000000000000000000000000000000000000000000000003": "A/ld++P01wje/CIbBJZTz/z4L+w9ym18CuGcEEbbtbj6"}	\\x020836218f03573e82d60a751895c64b1354c8e06d044ff87a690e80a71e093d11	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0109	2026-07-27 21:29:33.680335+00	2026-07-27 21:29:33.680335+00	AVAILABLE	\\xc52ef18af27490e5de7b74d52fe45aec810ca6e50a923b5083c807a7ca1fac8e	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A0aQnHaDoEVlv3AXo0zt8ryOu1mfnOTwiQDiVJqEDDPC", "0000000000000000000000000000000000000000000000000000000000000002": "Atx6aPiZpXsFgyUvHrV+T/L9VlR48k4drep0p6XHTl43", "0000000000000000000000000000000000000000000000000000000000000003": "AyqqzlxoG9NMNFv8BKuu5EEpOQL0KrHRutoZN9KxHyGM"}	\\x02fdc920bbcb23cedec592ec52fad096b50ee397d0398b288e216f87107439e0d8	2	0
019fa57b-ab82-74d2-bd83-e49fab5b010a	2026-07-27 21:29:33.680335+00	2026-07-27 21:29:33.680335+00	AVAILABLE	\\x9f577c86c40224cf88676516f1d58f25903d41567e1822c897dee03bb89a1072	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "ApDCn1jyit6EPE40ttgfv44QSSDX/Pi0gzy+2TI5fGIi", "0000000000000000000000000000000000000000000000000000000000000002": "Ax9HiHb7i1Z8svVN8rTGHQ2MMktoNJFco0E0XMB/zjYS", "0000000000000000000000000000000000000000000000000000000000000003": "AqlhjWvEE3fb5EZ/xesNR2sJy9DpPkNOyK0TnKNLIoDd"}	\\x021b5a6f7f49dbc231f16743fe5b84647e96ae466d4b0ea33b25a72fe70c5ae8c1	2	0
019fa57b-ab82-74d2-bd83-e49fab5b010b	2026-07-27 21:29:33.680336+00	2026-07-27 21:29:33.680336+00	AVAILABLE	\\xb8b9f724f495c6bb26a6de46deaa6a3cdd18b317c67adb1e7fc99e0a5cf65b18	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AnHLeQs1WnO1n80leMgyNeRzJql9zB4tLUKyGkD+ZbCT", "0000000000000000000000000000000000000000000000000000000000000002": "Ao3q5Uhe1CIMG6HrNaAlmkuJViVEfYMB+o9Tw14BDfhi", "0000000000000000000000000000000000000000000000000000000000000003": "AkldSHsoE7staJg0J5FcUoMRqmidb2En0BhwkrCaWuEn"}	\\x03cdb2d925bdf48a2668dcf570c5ef67e16d1b3a529b939673ad43e9d7a47d5fdd	2	0
019fa57b-ab82-74d2-bd83-e49fab5b010c	2026-07-27 21:29:33.680336+00	2026-07-27 21:29:33.680336+00	AVAILABLE	\\xd50f9e133ac52e3a9219c8cc73db400e81664cb199565644f72798025f5f07c8	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AlgbbzPIIRl8oIcM25sujsVKKmzwa6OiWsg+knT1mtpP", "0000000000000000000000000000000000000000000000000000000000000002": "An5dNkvZ/R9jpB7eyxL32Q4Ud+6O5h61+3fkNf0zMyFW", "0000000000000000000000000000000000000000000000000000000000000003": "A2r6EvEmZGQplX4NK0rZhcmMAC1kHqZOZnYm/fpeN0yy"}	\\x02210d27a0c69c8cb6bda7bcd45cff3d20163ebcfa01b31fe41424cc551fa41821	2	0
019fa57b-ab82-74d2-bd83-e49fab5b010d	2026-07-27 21:29:33.680336+00	2026-07-27 21:29:33.680336+00	AVAILABLE	\\x89b5dae9cc07f7f813320ee8934c2f566e44f556c47094e99f3defea463d7537	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AolJ1OQrB0b6S0nML/jUwLHsRcppiAEb2vyXLfljGRPJ", "0000000000000000000000000000000000000000000000000000000000000002": "A5sW/ruDw+pfGMabdgFSUnpN05kP/kjLjUNL7SW2ApQb", "0000000000000000000000000000000000000000000000000000000000000003": "Az/6f9Nm5ZHaxDG74/MONCmsXOqWf7sGYKV9WqRDkA5X"}	\\x028fd68103f41bf1a459ced0a87b721ee85de003253dbc45ea8f8559d367a5b984	2	0
019fa57b-ab82-74d2-bd83-e49fab5b010e	2026-07-27 21:29:33.680336+00	2026-07-27 21:29:33.680336+00	AVAILABLE	\\x66cece3e52419348cadd6f04e9b554f23f403a02eef42d7699cd03d8d2232b9c	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A+WqkxynAfN8UNAVc9bJQEelhhohN9u8TUyqOR8frOkH", "0000000000000000000000000000000000000000000000000000000000000002": "A2xTq0sUbtBY3nZN/BKUFm8tiRj70FpOLF7i6tlsWqZV", "0000000000000000000000000000000000000000000000000000000000000003": "A5ILg6sXZP+zhj0/qnaMmmjM7VdKL5SlYe78Y9qlslIr"}	\\x0298bf84c729b8980647e10c541e21f77f7bd2fdc541da2379afd270c3b8a29698	2	0
019fa57b-ab82-74d2-bd83-e49fab5b010f	2026-07-27 21:29:33.680336+00	2026-07-27 21:29:33.680336+00	AVAILABLE	\\x43a8a9abb7b832b0491f1e4adbe42da373934e0039fe9287df43f7dcccfe9aaf	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AhXj/FtjcmqRjI4tNMmBuSXpe4CzApWMCulke8x91p9a", "0000000000000000000000000000000000000000000000000000000000000002": "AvZUj96c8uoDlGOtoslV8KT8pvj2mUMro+IRPNxvtJBk", "0000000000000000000000000000000000000000000000000000000000000003": "Am2BA3X7CbXirjVTensCQlwl66A3ZlCq4dWvAASbGciB"}	\\x0371166d815412d9fbfaaa6d7b7780618377407dd4adc656b95f32a92e98a944e1	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0110	2026-07-27 21:29:33.680336+00	2026-07-27 21:29:33.680336+00	AVAILABLE	\\x190c0b566db3a9eff86c6334b58b106eec0879f3c453a2b3fa8edb946d770233	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A6AcezqO4kIKKgOOc/1UJaBeCaHmU/3WhTH+Yywe65Zf", "0000000000000000000000000000000000000000000000000000000000000002": "AodM8qMOMK6QI2XGd+jKZudP13RwXmO32IVm05v0c/58", "0000000000000000000000000000000000000000000000000000000000000003": "AiopJHoWE35XY3bFOOy4RDIhqRjrltv5b2bvhHidLB1j"}	\\x0283b185e076cefca64aa6421ef0931e3c4997f7d031c42cecbed46f48d526a99d	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0111	2026-07-27 21:29:33.680337+00	2026-07-27 21:29:33.680337+00	AVAILABLE	\\x2650b2845134208a06debb07fa06d3645a4f284e3b18ec4a0fd70a29506f0d64	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "ApSpjQaX+xse1XB1TicgxtHSQ//Z9R2Uc+tDBqPYWirD", "0000000000000000000000000000000000000000000000000000000000000002": "Ah3JmrOE/Xd2fZss5qgH4Y0NYj8K/tso1PBf1hYaoG98", "0000000000000000000000000000000000000000000000000000000000000003": "A46n/r0wwHXxs5iTwcrJFEzxARQfOMP7PrLhY5J7Dcs8"}	\\x02968a90ee02e91d505d6feca0d7bf07268f84807ea498ac8c5e5bc442de48b274	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0112	2026-07-27 21:29:33.680337+00	2026-07-27 21:29:33.680337+00	AVAILABLE	\\xc8cd59bfde294584f8ec1179b0eac9538eec4a2feeb4b59be428010ab68c248f	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AvmrknZ+MDYbpDnwEig/B8x3mWcjna+mCycH63AW88rd", "0000000000000000000000000000000000000000000000000000000000000002": "A5rsw2V/xUlfXQyyAXfUzBZZqerlKH0RYeHghvrpa+1q", "0000000000000000000000000000000000000000000000000000000000000003": "A2SIeFCTPIGwQVfABrM48mfbbuAzaKFr+8dygpnLlA/4"}	\\x0349b8b258dc10ffb6005f0459fd57bec030ca7b7d5f9b47facf64bce28d24b117	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0113	2026-07-27 21:29:33.680337+00	2026-07-27 21:29:33.680337+00	AVAILABLE	\\x6526a4fbf75083b779c3fd18806a0f1671da4ea6f4a040f4da4ecf8275f4cb5c	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AkZ9FjVPSwkEe72SdpKF3Cusip8rEf+POc25cbl72QHN", "0000000000000000000000000000000000000000000000000000000000000002": "Ax3m4aWtWF1oa3EG3PzHfJ9yRThTcgYw73uqU6uqVrFB", "0000000000000000000000000000000000000000000000000000000000000003": "A9jAntroabxvedtaye1Z2ijvJsGvUEw8pp/uefvdYCLf"}	\\x03de1a47df0210b0354151fe0aea26b40da84c67a616d858fd6af49dd67f44fa74	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0114	2026-07-27 21:29:33.680337+00	2026-07-27 21:29:33.680337+00	AVAILABLE	\\xf3d07320c31ad30ffacb76d0945e4bae58e3f2f8001ccc0242e6b39c2406f778	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A0oYreLE7AVZiyxXsr9qfrb0tf8uMtcjarCm9xwKsM3K", "0000000000000000000000000000000000000000000000000000000000000002": "A9CwKnCmoC+2R+wwdSQnO/zx7pWPtMOCTYV9mxHk7QTp", "0000000000000000000000000000000000000000000000000000000000000003": "Ak8DJeQPXftJVrMZvnZsQIdkplzQuSiBCQkDDT7E4FwB"}	\\x034c562a2d7e5c67936c12bb1108d3e7d587dd03009a76921be2bdbfaaa509b638	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0115	2026-07-27 21:29:33.680337+00	2026-07-27 21:29:33.680337+00	AVAILABLE	\\x42466b2f02c03239f7bb3dc11af13d08d7fd5717041fc70691340f04dd9a81de	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AxMDWVUq5KH/AwYA3T3FgpG92vIXVlSb0YcyMqbFCVLU", "0000000000000000000000000000000000000000000000000000000000000002": "A02pj+rGrIRioGwjKW1eieJ1vtSbYE0o+y99H6V94igP", "0000000000000000000000000000000000000000000000000000000000000003": "AktrHxKovU05FN/dprUN/xfq4MBd+QJGza278l4Xh5Cp"}	\\x03cb0fe7e6c98b6c0b29016fcf3df7feaed32ffc814bad1ff39229d150bd9f9cb8	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0116	2026-07-27 21:29:33.680337+00	2026-07-27 21:29:33.680337+00	AVAILABLE	\\xba5869ba5f77451190170017f0e84e9b0962611aff6440e72f98664f750fb347	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A72VczJqlsSMJIuiLyw290DXOv0mR1duhz3B6bjB467U", "0000000000000000000000000000000000000000000000000000000000000002": "A+zBogEqsq7GyCTFyschHPMP+FBisd9vCTFr8rMx1pB0", "0000000000000000000000000000000000000000000000000000000000000003": "AlnI7o4zecHVtPyBHKJQ9CJzOg6rk44dKDYIkXDmbGix"}	\\x034556e5280c6d9e3ab0f274f4b22e156c9c9ba9cf1ba883072825677cb1f1b0c5	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0117	2026-07-27 21:29:33.680337+00	2026-07-27 21:29:33.680338+00	AVAILABLE	\\xd79038093d54200adc5ddd6d6951af4303c32e1fb3af2a66c57233cf15a9658d	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A5bZtl3zoFk2pTwpzhEn+JlyVslA+AuzeDmhQ/zicgPU", "0000000000000000000000000000000000000000000000000000000000000002": "A2aRXtCTSGA96679xAvy7YSLYwBTFxFp8PvTRYFafzvE", "0000000000000000000000000000000000000000000000000000000000000003": "AmLNImBVwpsz1zAET42p4EpBDExo1tSzmEWD+NPV1xu5"}	\\x03885e6ee2f6dc711b716eaeea76462fd8ed2bd1dc7f65b43bd61439ef0b99200a	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0118	2026-07-27 21:29:33.680338+00	2026-07-27 21:29:33.680338+00	AVAILABLE	\\xd99dd3f53c6c67b3909cf72ae99cddaee0db1b2df1f8e257add40797952b12ed	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AgekUIZwCflR6ISckFeRVhNpPYUiUZpY5V1sVizgHlEp", "0000000000000000000000000000000000000000000000000000000000000002": "Au0SRHELZQFlfKN1T55uN44K4tuQ/CetMwU16IoPe2il", "0000000000000000000000000000000000000000000000000000000000000003": "AyUp0PiyHo9QDfPMaUk8g3duLz1sBqU0M/Kuvd67PsCP"}	\\x02ea74fc7840c11ad7d5c4116772da01420acfa3ed731e27beec42a96846ba4540	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0119	2026-07-27 21:29:33.680338+00	2026-07-27 21:29:33.680338+00	AVAILABLE	\\x6688fde25d782e6ee0e5da4537eff5133d0ee5c4a6b9208a0cba64e6bf7c6648	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A0qMcvHltw9lYVCJAHu/203d4koxzqYa9zaS/g/VvEkQ", "0000000000000000000000000000000000000000000000000000000000000002": "A/qrgsv9lIkbRYgLW8XlV02Z8st0T7c1Remak1EOR17W", "0000000000000000000000000000000000000000000000000000000000000003": "Agao2jeSKnishoPton9DWAREkvC2ZqhHrSa5AuczFqNz"}	\\x03c6be7f765febf14e096a1e6e569e68a7cb6e40788af86896de72892cd67b28d3	2	0
019fa57b-ab82-74d2-bd83-e49fab5b011a	2026-07-27 21:29:33.680338+00	2026-07-27 21:29:33.680338+00	AVAILABLE	\\xdd8249d7d2e41452b7686a637fb6282dd3b4cdf1d7866f6978654863ddf0e9ab	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "ArG0qlAh21W77sYkh+vMf+VMPuSyM9C6Fvtyym83Ol7D", "0000000000000000000000000000000000000000000000000000000000000002": "AycogNuyUfNJvwBH3Uc19ScEpMdZ1sUzfF4N0fO4xF+9", "0000000000000000000000000000000000000000000000000000000000000003": "AtiGRdKNPMvejEK35cic+ICj3NBdO1YuwbsI5D4n2OUK"}	\\x02843343139aa1d9eb4b3e6374505af57d060d7d7e2ea293d6fc4fa88cb88a551c	2	0
019fa57b-ab82-74d2-bd83-e49fab5b011b	2026-07-27 21:29:33.680338+00	2026-07-27 21:29:33.680338+00	AVAILABLE	\\x52ed892ff69eabcf0a4265b3e42da022c198ab575f87993b9b5d3b55fc9a38e9	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A8zkd4HkLNrUxYDu99JuF2tESAJ3tb5kJqOGU3ZlJnCN", "0000000000000000000000000000000000000000000000000000000000000002": "A4nlGT6LmIES4xJNH7SMZkILRxeDBiCyhx8fT/9jbxRl", "0000000000000000000000000000000000000000000000000000000000000003": "Ah8ZgBj7APwxBQh0cpi65q8DAzNWXN1CoI/OJdQmwqQE"}	\\x02641c03efb49c217171a8da4b9a82b16526fc1b95860b8f9e14b13ae5dfad0380	2	0
019fa57b-ab82-74d2-bd83-e49fab5b011c	2026-07-27 21:29:33.680338+00	2026-07-27 21:29:33.680338+00	AVAILABLE	\\xcf5337194898e35fa456c8b425d8fa31b13c43493ac45873270e792bbaca36b8	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Awp1RlqESMx0kwPCkd5TPvqD+5dkO4rqk+2LCyf885J2", "0000000000000000000000000000000000000000000000000000000000000002": "AzjQqkQdPTfQz/Gvu8LoPgk7reB7ZPnQc0kUe/lL9xUc", "0000000000000000000000000000000000000000000000000000000000000003": "A41r1vPt3nL0L2VQp34ePRzho87uAHuW7F63P7Ybof8X"}	\\x03951f6d19d709c6b2685a9ddc5da18d849896d96c55c95a06a67b8ede474c35c8	2	0
019fa57b-ab82-74d2-bd83-e49fab5b011d	2026-07-27 21:29:33.680338+00	2026-07-27 21:29:33.680338+00	AVAILABLE	\\x494028d78935b10e758891e3753a3a067ffed514d62ca98b84e3a12482523ab1	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AgbGA5pWyCuXQIKOTkkK7UX9yeVKjZITsSBkow/iEeJC", "0000000000000000000000000000000000000000000000000000000000000002": "A6fRipRfXXaHukpD16TVv7NvswPY0uL1QW2gFKKHBIk8", "0000000000000000000000000000000000000000000000000000000000000003": "AqSISn1aGarZTr4fYuYZGQv/ph6zai3tk134RWlPLPSu"}	\\x03b7e470d98b9b7dae87bb5c55a77fe3c8e9da0de552965e91afa2f9942ac07205	2	0
019fa57b-ab82-74d2-bd83-e49fab5b011e	2026-07-27 21:29:33.680338+00	2026-07-27 21:29:33.680338+00	AVAILABLE	\\x028ff41dd29422008f6f3d086f1dd12b71c69a027902ae13a933d0a4b46401f0	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AkKxFCo2B+AFZQ9X/EUf5PdyAtDiTx3/0dLKTcGzushQ", "0000000000000000000000000000000000000000000000000000000000000002": "AvDfA46u74hFFljkPJA/e02BnJCwnN3QFCAu5SFaS6Ka", "0000000000000000000000000000000000000000000000000000000000000003": "Ai0BRAdYHRRM8Rj0FceNgHpAOZzKsYWuu1X3kX5Kac5A"}	\\x02d92c4f1c516f48de8b0469ab4f5f2b962e07347fcd0f8597d4b86f5e6d040ee7	2	0
019fa57b-ab82-74d2-bd83-e49fab5b011f	2026-07-27 21:29:33.680339+00	2026-07-27 21:29:33.680339+00	AVAILABLE	\\x1f60c22bbd884778fcbe2b386dd1a49ca1d8dc83f547b39b6524d1f6f6b9c842	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A5egXb6foukPu2bRChD6KuDxnYLP+VGutAnq1Np8OmYY", "0000000000000000000000000000000000000000000000000000000000000002": "Ai3A7/6fTlWrdaWNxtuy/rDfBTLZq+MxliJihqxxxQWL", "0000000000000000000000000000000000000000000000000000000000000003": "A5sfBPxogv77p0SQe82MxAz3AtZhqe+NaBtYqABSYYyk"}	\\x02f7101a9ceab20a4af57eea1fada4f31afc09c87b461b3d5db8f8b86c0999b7ff	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0120	2026-07-27 21:29:33.680339+00	2026-07-27 21:29:33.680339+00	AVAILABLE	\\xa5b5b3cf6bff5909687dabcc16f29f47b65454fb704c7efbaea8aa1e3fdcc7c9	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A1OpmUucDv5q+mU3kizmDszxsRUquJQ7Ol+8tYceEwlL", "0000000000000000000000000000000000000000000000000000000000000002": "An3/BBARJEqT55b3VieixB2IwD+CoJJgy5ZrYsw0uKWp", "0000000000000000000000000000000000000000000000000000000000000003": "A2aW46QtyudzbRnrxFraYn5xpD+KIRzKwO9QAH4H+kDw"}	\\x03e244e23b31a66d8842472119c6082730a0b37c85ec03c0c8bed9452f315e60d3	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0121	2026-07-27 21:29:33.680339+00	2026-07-27 21:29:33.680339+00	AVAILABLE	\\x2c31b6599b0b5204f57ce20792c5440243a226f99fd10dcf261b6f62255e6c3b	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AklX5d+JztkI2zsIRU8Qz8oR1WnHFs3a35EAbwMXsYdh", "0000000000000000000000000000000000000000000000000000000000000002": "Av/OhAycjxC/8SRkqCakAWY/2KYt5x0DujyE3T/rAwfZ", "0000000000000000000000000000000000000000000000000000000000000003": "A80HBArHbM1+XrePaTaXNzkfNfD6KdBYIpg4PEQUlQVE"}	\\x02a952ac122daddcafaf8e52d0fc52f24929e93676926d0279e47fe0c4a9b647ae	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0122	2026-07-27 21:29:33.680339+00	2026-07-27 21:29:33.680339+00	AVAILABLE	\\x1ab191631cb35e757a7e64637afff897cd467f499af5022706dcd456fa67695b	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AqKdMRqZdQOjDS1edr3Wp11BeQmmoI9mys2s3AW6nrUR", "0000000000000000000000000000000000000000000000000000000000000002": "A27Xf3MkSy9Ow3utsneph2QFM4wN2HbnGIgBfoFGXZgW", "0000000000000000000000000000000000000000000000000000000000000003": "Ap6rZnmfRqhy9ZdGUaQSIRz0PSp+6ffqlbXZELc8t07f"}	\\x03e43d5ce62f301aa9635805b77afb5c22baa820848ce021b2a0546262d0a634ab	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0123	2026-07-27 21:29:33.680339+00	2026-07-27 21:29:33.680339+00	AVAILABLE	\\xfda3997ccd5e207de4af5aadb161c97181a8ca6febc7965450951a9cccdb1a7c	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Av5B6ROv6w+kNJq2hay2XmeryJLKyPpIYcyr9sveB/Oa", "0000000000000000000000000000000000000000000000000000000000000002": "Aj9xfnqvlrDlufvx37HUT53w5dXnj48a4iYSDLUK1rHZ", "0000000000000000000000000000000000000000000000000000000000000003": "AhCCe8INCl9ZYlAIhCpKhiPXuJqIZbz+NTX0MMg3t3C6"}	\\x0271164f75da1d9e3b3698f0349b680ab86390074a8dea27ebefde63f9b0a1e500	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0124	2026-07-27 21:29:33.680339+00	2026-07-27 21:29:33.680339+00	AVAILABLE	\\xc299bad78682795d93ca23e06138e6d4014686afeabf285272822d382b6f1687	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AzSx2ZtT8keLCm/f3SfojTHCke9nl2CGRD3uh9mOMS6f", "0000000000000000000000000000000000000000000000000000000000000002": "A6Wnr0RfkPSvUQuMR5zCWBL/KYkD/YMcZjtveXF76dHS", "0000000000000000000000000000000000000000000000000000000000000003": "AvUbuhbA5axkP9iywyqFd5JdS71egQ0b3u2F+d/y+5I0"}	\\x02e9be004691f001d6b39a690c8b8c36c28f5efd7541189abaaa936af591d27452	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0125	2026-07-27 21:29:33.680339+00	2026-07-27 21:29:33.680339+00	AVAILABLE	\\x2105f9ec2a3ccdda97a7d73cec12aec66773f459960179ac759ae88c1c7c67fa	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AhXXr7nMNBDZeFOJ6fjYDqZFNuHhzyAV4T31Zdbby7S1", "0000000000000000000000000000000000000000000000000000000000000002": "AhGS9ju5ufCYiDAYoVeFv9PUAzSAQd/Z4UtNPZvPyvig", "0000000000000000000000000000000000000000000000000000000000000003": "A26x9jpLkcUnW7SZleNwOHN8C4zTmQNibT/jQEq0R7ZY"}	\\x0266b38e43b1c9f772011232b1491139a4ad757189e588644a34182cbb6bc52a2c	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0126	2026-07-27 21:29:33.68034+00	2026-07-27 21:29:33.68034+00	AVAILABLE	\\xb275d56fc655b460d319f89090ba28798a46d8ace56d4f911160dd689dfbcf02	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A7pl4bLFGzuoyqqmvRcDrKMHSxzFSXtp28ASzeHjdHz9", "0000000000000000000000000000000000000000000000000000000000000002": "AxFbxUMTUps7mpkMpjg9hTn6Y9DjDQqygzSCx6XwY/+O", "0000000000000000000000000000000000000000000000000000000000000003": "AubO0MHB0I0aB+Qvn/o5bWO7HsO9QU1DaYIgroCCY1g1"}	\\x02e5a58ce0be22ecfce4363d3ad30e1a392fac374c9d666d71089520de3b31a419	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0127	2026-07-27 21:29:33.68034+00	2026-07-27 21:29:33.68034+00	AVAILABLE	\\xede94580490b22eb8248ba9bcdb29064e5020052e83ddf2ba486662f6e676fb4	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A00U9lQIN6TQ+G6TLH73Eq7kfBv1s6oGWMYIe0Xfa/lI", "0000000000000000000000000000000000000000000000000000000000000002": "A/ihuwE00862ePlX+YYaJczC0stBXc4DRCXCq5Ko9K3n", "0000000000000000000000000000000000000000000000000000000000000003": "A1AhAKA7KXQ2xfPVW9zCk8iPigQTVrfH/QCVFexrmqCg"}	\\x0316aa78d30209b166703c3c4aea31e4d6d319f468c470e1e684e92219c865ab54	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0128	2026-07-27 21:29:33.68034+00	2026-07-27 21:29:33.68034+00	AVAILABLE	\\x0872c07b57bbe48b900f13bc8f7ce6ecd48e40467112476b1fed876b28683569	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AplStZcz5LaDz7vZINvEy/17/n8ZoPvB+8wJPBlB11TI", "0000000000000000000000000000000000000000000000000000000000000002": "A0oIVSSjLgnVp9Na7GqQx+droCusm5RHhIhz9Z2ulZPI", "0000000000000000000000000000000000000000000000000000000000000003": "AiTkt2450jafO8WeiPB8NdJe6pKXsKFMjsQDh6cVMFdA"}	\\x03322fa4be3f74ae6bd9e57ffc39a9c38b76b365754ccdd18008a97e62ff4b9be2	2	0
019fa57b-ab82-74d2-bd83-e49fab5b0129	2026-07-27 21:29:33.68034+00	2026-07-27 21:29:33.68034+00	AVAILABLE	\\xb2ef70a1dd10078e3e7e4c67b214acfdaa39133f377f46f7c00420b2945a659a	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "AsKLTJ5bMsfVYUVv4MQo4C+AWQMoDBRMHOesaqH0o2R2", "0000000000000000000000000000000000000000000000000000000000000002": "A75Tt18cn6NSXwvmneqCriPVqBj5lFN0VAg0xKc6VPXg", "0000000000000000000000000000000000000000000000000000000000000003": "A6v1o14sm0A1k92mTlYC13b+F8AQLL91tZ8gsxbv6u52"}	\\x028029c97086b047342da9c4e9a3fb884ff24c5c7d9005884953196f1b16fb97fa	2	0
019fa57b-ab82-74d2-bd83-e49fab5b012a	2026-07-27 21:29:33.68034+00	2026-07-27 21:29:33.68034+00	AVAILABLE	\\xbbd8895116d6099465ba2fa865a544fa8da21193181ecce04bc91feb69de720a	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A7ax9l7vNjF1/voxV+WXPJIJn/3azhWwdtWWNE2DJVNA", "0000000000000000000000000000000000000000000000000000000000000002": "AguV9jN9LBlx0LnPTkwQLcG8RktnP/qYDyOPZUiLsaWT", "0000000000000000000000000000000000000000000000000000000000000003": "Azo6Ay+6Xm0gnwO26KJYsssTyBOtYv+FHhjTOx1aDZpR"}	\\x03ab74fbeac1a84e9b7470ded3d5c4473c80de21ce43711e0045622076dec60647	2	0
019fa57b-ab82-74d2-bd83-e49fab5b012b	2026-07-27 21:29:33.68034+00	2026-07-27 21:29:33.68034+00	AVAILABLE	\\x88d34d047cca2a21803180385c93cf2a3cf82f4188e39c803a6315b7840545a4	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "Arx8RdHxoGU8ovlfzVb0ORR+dbRptVVihZJ07bsvs+T/", "0000000000000000000000000000000000000000000000000000000000000002": "Agq8IOBGSZ5JZMxJsguKYIarTKfwTnocVG63SUV+CF3l", "0000000000000000000000000000000000000000000000000000000000000003": "AgUILXstqG9tnX5zMo/WVcbQuIlPf7mdJQBZAPkrc4RR"}	\\x02b5ede0e52c2c1a8d8ee223ceb19ed93d85c22ba6794783b82fc7a46458164960	2	0
019fa57b-ab88-757d-a38f-4f9c56820000	2026-07-27 21:29:33.758023+00	2026-07-27 21:29:33.758023+00	AVAILABLE	\\x17fb1895d903c75bd1325e1ca46259f3d540d37f79267127b353a2c9fc521e94	\N	{"0000000000000000000000000000000000000000000000000000000000000001": "A7LLbIkl2QSWD6wRx6YTqgOTa4EgglqgHr1OYa570vAj", "0000000000000000000000000000000000000000000000000000000000000002": "Av8lHU6f5EH+/QG3bHvIhxtRiILHOXX/6RiAzJfFHk6e", "0000000000000000000000000000000000000000000000000000000000000003": "AzKbJAQONyih4co5BVgdEDOkukaFO8MLAerdLb5ljF27"}	\\x03e1c4f77f48337a135c80f19d878e6e807e98aea782c4419ab467c1a64b70f7d6	2	1
